application_id,country_code,secondary_income,application_date,last_login,applicant_age,annual_income,credit_score,loan_amount,num_dependents,debt_to_income,account_score,monthly_payment,employment_type,loan_purpose,region,marital_status,branch_code,application_notes,is_homeowner,has_cosigner,loan_default
APP-201305,TWN,null,2022-05-11,2023/09/21,135.0,142784.0,559,359877.65,0,0.514,2.01,"$10,952.72",Salaried,Medical,North,Married,BR-005,Borrower needs financing for a new vehicle purchase; first-time applicant. Ref-901305.,No,true,No
APP-201306,TWN,,2021-01-29,12/07/2023,,34854.0,696,70202.6,0,0.778,0.61,"$1,990.99",Salaried,Medical,North,Married,BR-041,Borrower applies for credit toward medical expenses; existing customer over 5 years. Ref-901306.,Yes,true,No
APP-201307,TWN,,2024-05-11,15-08-2022,33.0,,638,212441.87,1,0.987,7.91,"$5,641.35",Contract,Home,North,Married,BR-007,Applicant applies for credit toward expanding a small business; existing customer over 5 years. Ref-901307.,Yes,true,No
APP-201308,TWN,,2023-01-26,2022/07/23,55.0,54907.0,813,29425.04,2,0.111,8.09,$847.07,Unemployed,Home,North,Single,BR-034,Client seeks a loan to cover a new vehicle purchase; good repayment record. Ref-901308.,No,false,No
APP-201309,TWN,n/a,2022-07-18,2022/06/17,52.0,53114.0,679,112929.31,2,0.731,6.66,"$3,190.51",,Medical,North,Single,BR-014,Client seeks a loan to cover a new vehicle purchase; good repayment record. Ref-901309.,No,false,No
APP-201310,TWN,?,2023-02-24,08/16/2022,41.0,?,682,208363.27,2,0.636,3.21,"$5,971.71",Salaried,Medical,North,Married,BR-036,Applicant applies for credit toward tuition and education costs; first-time applicant. Ref-901310.,No,false,No
APP-201311,TWN,Pension,2024-12-13,26-01-2024,47.0,88333.0,639,216150.96,4,0.559,6.58,"$6,408.66",Contract,Car,North,Single,BR-027,Borrower needs financing for tuition and education costs; moderate credit risk profile. Ref-901311.,Yes,false,Yes
APP-201312,TWN,Freelance,2024-04-28,2024-07-31 00:00:00,47.0,35591.0,700,37255.87,0,0.296,0.84,"$1,124.94",Salaried,Medical,North,Married,BR-010,Customer requests funding for home renovation and repairs; existing customer over 5 years. Ref-901312.,No,true,No
APP-201313,TWN,,2024-08-01,2021-05-20 00:00:00,37.0,51168.0,643,100470.78,1,0.627,6.63,"$2,597.22",Salaried,Education,West,Married,BR-045,Customer needs financing for home renovation and repairs; good repayment record. Ref-901313.,No,false,No
APP-201314,TWN,,2022-07-02,20-07-2021,51.0,,620,76987.15,4,0.375,5.76,"$2,029.63",Salaried,Car,North,Married,BR-037,Applicant seeks a loan to cover expanding a small business; first-time applicant. Ref-901314.,No,true,Yes
APP-201315,TWN,-,NA,07-04-2024,37.0,29237.0,678,69784.08,2,0.574,6.17,"$1,795.87",Salaried,Car,North,Single,BR-021,Client applies for credit toward a family vacation abroad; stable employment history. Ref-901315.,Yes,false,No
APP-201316,TWN,,2023-02-02,2021/07/09,47.0,90379.0,627,63197.43,1,0.141,4.47,"$1,929.67",Self-employed,Home,North,Married,BR-037,Customer seeks a loan to cover medical expenses; existing customer over 5 years. Ref-901316.,No,true,Yes
APP-201317,TWN,NA,2024-04-28,2023-09-07 00:00:00,29.0,n/a,773,50745.0,0,0.19,2.25,"$1,545.82",Contract,Car,North,Married,BR-027,Client applies for credit toward expanding a small business; existing customer over 5 years. Ref-901317.,Yes,true,No
APP-201318,TWN,?,2023-12-03,07-04-2021,41.0,63852.0,602,182815.99,1,0.711,7.26,"$5,335.74",Salaried,Home,North,Married,BR-015,Applicant seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-901318.,No,false,Yes
APP-201319,TWN,Rental,2023-03-06,09/28/2022,45.0,69576.0,677,163101.06,1,0.616,4.64,"$4,642.92",Self-employed,Car,South,Married,BR-007,Customer seeks a loan to cover medical expenses; existing customer over 5 years. Ref-901319.,Yes,true,No
APP-201320,TWN,?,2022-12-03,2021/02/24,31.0,144236.0,635,163018.91,2,0.273,7.45,"$4,218.52",Salaried,Home,North,Married,BR-010,Applicant needs financing for tuition and education costs; existing customer over 5 years. Ref-901320.,No,false,No
APP-201321,TWN,-,2023-12-07,2023-11-04 00:00:00,35.0,60004.0,587,76842.78,0,0.344,3.64,"$2,051.01",Salaried,Home,North,Single,BR-045,Customer needs financing for medical expenses; good repayment record. Ref-901321.,Yes,false,Yes
APP-201322,TWN,?,2023-01-02,2023/04/02,-,49375.0,797,78261.07,1,0.349,0.88,"$2,013.79",Salaried,Travel,North,Married,BR-013,Customer seeks a loan to cover home renovation and repairs; stable employment history. Ref-901322.,No,true,No
APP-201323,TWN,-,?,2022/08/04,49.0,?,538,151135.65,1,0.302,5.42,"$4,081.27",Salaried,Home,North,Married,BR-021,Client requests funding for tuition and education costs; stable employment history. Ref-901323.,No,false,Yes
APP-201324,TWN,Pension,2021-03-19,11-10-2023,31.0,45978.0,782,39111.29,1,0.227,6.23,$998.77,Salaried,Car,North,Single,BR-039,Applicant applies for credit toward expanding a small business; good repayment record. Ref-901324.,No,false,No
APP-201325,TWN,n/a,2024-12-14,07/29/2021,45.0,45455.0,585,132943.02,0,0.76,9.22,"$3,338.08",Salaried,Business,North,Single,BR-027,Client seeks a loan to cover home renovation and repairs; moderate credit risk profile. Ref-901325.,Yes,false,Yes
APP-201326,TWN,Dividend,2022-01-13,2023-07-17 00:00:00,58.0,null,689,30536.53,3,0.284,8.88,$773.26,Salaried,Home,North,Divorced,BR-032,Applicant applies for credit toward home renovation and repairs; moderate credit risk profile. Ref-901326.,No,true,Yes
APP-201327,TWN,Rental,null,2022/09/01,44.0,100681.0,838,238613.05,1,0.883,0.57,"$6,551.85",Self-employed,Education,East,Single,BR-041,Borrower needs financing for medical expenses; first-time applicant. Ref-901327.,Yes,false,No
APP-201328,TWN,n/a,2021-06-15,09/05/2022,21.0,67460.0,536,154855.04,1,0.821,7.72,"$4,010.74",Self-employed,Car,North,Divorced,BR-022,Client requests funding for a new vehicle purchase; first-time applicant. Ref-901328.,No,false,No
APP-201329,TWN,-,2021-07-27,16-03-2021,42.0,74457.0,588,174166.43,1,0.528,2.61,"$4,410.31",Salaried,Education,North,Married,BR-034,Applicant applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-901329.,Yes,false,Yes
APP-201330,TWN,null,2021-02-11,15-05-2024,53.0,64022.0,773,80508.32,1,0.276,6.97,"$2,349.71",Salaried,Education,North,Single,BR-004,Applicant applies for credit toward medical expenses; first-time applicant. Ref-901330.,Yes,true,Yes
APP-201331,TWN,Freelance,2021-12-21,2021-05-08 00:00:00,,55157.0,694,58242.58,1,0.33,3.79,"$1,703.12",Salaried,Car,North,Married,BR-011,Applicant requests funding for expanding a small business; good repayment record. Ref-901331.,No,true,No
APP-201332,TWN,null,n/a,03/28/2022,53.0,39989.0,645,81638.18,1,0.444,3.22,"$2,469.00",Salaried,Business,North,Married,BR-041,Applicant needs financing for home renovation and repairs; moderate credit risk profile. Ref-901332.,Yes,false,No
APP-201333,TWN,Pension,?,2022-10-03 00:00:00,47.0,40082.0,680,119786.72,3,1.083,4.88,"$3,529.08",Retired,Education,North,Widowed,BR-016,Applicant needs financing for a family vacation abroad; stable employment history. Ref-901333.,Yes,true,No
APP-201334,TWN,null,2021-01-15,20-11-2023,45.0,73048.0,616,107508.37,0,0.404,5.31,"$3,254.19",Unemployed,Home,North,Divorced,BR-001,Borrower requests funding for medical expenses; stable employment history. Ref-901334.,No,false,No
APP-201335,TWN,?,2024-01-19,19-04-2024,37.0,62722.0,691,65620.58,1,0.415,6.94,"$1,878.54",Salaried,Education,West,Married,BR-028,Applicant applies for credit toward a family vacation abroad; existing customer over 5 years. Ref-901335.,Yes,false,No
APP-201336,TWN,null,2024-09-24,2021/05/26,34.0,132268.0,785,234161.8,2,0.484,6.38,"$6,543.79",Contract,Home,North,Single,BR-010,Client seeks a loan to cover tuition and education costs; good repayment record. Ref-901336.,Yes,false,No
APP-201337,TWN,n/a,2021-08-06,25-10-2021,37.0,40512.0,656,39483.95,1,0.3,6.78,"$1,077.98",Salaried,Home,North,Married,BR-029,Borrower seeks a loan to cover a family vacation abroad; stable employment history. Ref-901337.,No,false,No
APP-201338,TWN,?,2023-03-16,07/02/2022,41.0,46372.0,692,63412.57,0,0.291,3.84,"$1,702.82",Retired,Business,North,Married,BR-041,Borrower requests funding for tuition and education costs; first-time applicant. Ref-901338.,Yes,true,No
APP-201339,TWN,NA,2024-11-03,2023-01-02 00:00:00,46.0,35618.0,765,83280.23,0,0.548,6.77,"$2,089.45",Self-employed,Home,North,Married,BR-044,Borrower seeks a loan to cover home renovation and repairs; good repayment record. Ref-901339.,Yes,true,No
APP-201340,TWN,Freelance,2022-04-27,12-07-2021,45.0,116714.0,819,129105.27,0,0.261,3.45,"$3,736.94",Contract,Car,North,Married,BR-024,Applicant requests funding for medical expenses; stable employment history. Ref-901340.,No,false,No
APP-201341,TWN,null,2022-05-21,30-11-2024,37.0,32074.0,642,51982.43,2,0.629,6.08,"$1,391.69",Self-employed,Home,North,Married,BR-023,Customer seeks a loan to cover a new vehicle purchase; existing customer over 5 years. Ref-901341.,No,true,No
APP-201342,TWN,Dividend,2023-06-23,2022/02/20,NA,?,703,182334.11,1,0.841,4.6,"$5,300.52",Self-employed,Business,North,Married,BR-016,Borrower requests funding for tuition and education costs; stable employment history. Ref-901342.,Yes,false,No
APP-201343,TWN,NA,2024-12-23,23-04-2024,45.0,120236.0,644,107975.26,4,0.294,5.63,"$3,264.53",Self-employed,Home,North,Single,BR-039,Customer seeks a loan to cover a family vacation abroad; existing customer over 5 years. Ref-901343.,No,true,No
APP-201344,TWN,,2024-09-15,2024-02-02 00:00:00,21.0,null,638,47431.56,2,0.28,0.18,"$1,394.15",Contract,Education,South,Widowed,BR-023,Applicant requests funding for a family vacation abroad; moderate credit risk profile. Ref-901344.,No,false,No
APP-201345,TWN,Pension,2024-01-04,09-08-2024,31.0,,655,246075.79,0,1.027,4.99,"$6,845.44",Salaried,Car,North,Married,BR-012,Client needs financing for a new vehicle purchase; existing customer over 5 years. Ref-901345.,No,true,Yes
APP-201346,TWN,null,2022-02-18,2024/08/09,31.0,20618.0,639,55040.14,1,0.769,2.2,"$1,546.55",Self-employed,Business,North,Single,BR-029,Borrower seeks a loan to cover expanding a small business; existing customer over 5 years. Ref-901346.,No,false,Yes
APP-201347,TWN,?,2022-12-10,13-09-2023,38.0,48773.0,564,132270.34,0,1.049,3.86,"$3,958.23",Self-employed,Home,North,Single,BR-015,Borrower seeks a loan to cover home renovation and repairs; existing customer over 5 years. Ref-901347.,Yes,true,No
APP-201348,TWN,Dividend,2021-09-08,2022-03-29 00:00:00,37.0,26005.0,546,50215.41,1,0.476,0.74,"$1,322.21",Retired,Home,North,Married,BR-031,Customer applies for credit toward medical expenses; moderate credit risk profile. Ref-901348.,Yes,true,No
APP-201349,TWN,null,2022-06-14,11-05-2023,NA,64295.0,632,113223.51,1,0.673,6.57,"$3,200.48",Salaried,Business,South,Married,BR-028,Borrower requests funding for tuition and education costs; stable employment history. Ref-901349.,No,false,Yes
APP-201350,TWN,Rental,NA,2021-09-22 00:00:00,-,59324.0,692,45790.49,1,0.157,8.94,"$1,296.53",NA,Home,North,Single,BR-025,Borrower seeks a loan to cover expanding a small business; existing customer over 5 years. Ref-901350.,No,true,No
APP-201351,TWN,NA,n/a,2023-04-30 00:00:00,48.0,8000000.0,766,8801747.56,0,0.35,3.55,"$249,552.03",Salaried,Car,North,Single,BR-041,Client seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-901351.,Yes,true,No
APP-201352,TWN,?,2021-07-06,03-11-2021,43.0,94234.0,646,73605.18,2,0.252,1.05,"$1,958.74",Self-employed,Business,North,Married,BR-003,Customer needs financing for a family vacation abroad; existing customer over 5 years. Ref-901352.,No,true,Yes
APP-201353,TWN,Dividend,2021-05-09,2023-05-28 00:00:00,20.0,70423.0,671,128922.71,1,0.644,6.2,"$3,550.53",Salaried,Car,North,Married,BR-031,Applicant applies for credit toward medical expenses; moderate credit risk profile. Ref-901353.,Yes,true,No
APP-201354,TWN,NA,2021-10-18,16-12-2023,40.0,45609.0,728,72483.21,1,0.376,1.27,"$2,015.72",Contract,Home,South,Married,BR-008,Applicant seeks a loan to cover home renovation and repairs; existing customer over 5 years. Ref-901354.,Yes,false,No
APP-201355,TWN,-,2023-07-09,10-11-2022,27.0,45851.0,733,42711.98,2,0.25,8.92,"$1,255.81",Salaried,Business,North,Married,BR-002,Borrower needs financing for medical expenses; moderate credit risk profile. Ref-901355.,No,false,No
APP-201356,TWN,,2022-07-01,2024-02-07 00:00:00,n/a,-,675,21341.13,0,0.287,1.22,$647.93,Salaried,Medical,North,Separated,BR-012,Client needs financing for expanding a small business; stable employment history. Ref-901356.,No,false,No
APP-201357,TWN,Freelance,2024-02-04,2022-06-11 00:00:00,35.0,53908.0,679,104358.78,2,0.464,3.62,"$2,639.55",Salaried,Travel,North,Single,BR-022,Client applies for credit toward tuition and education costs; good repayment record. Ref-901357.,Yes,false,No
APP-201358,TWN,NA,2023-05-24,2023/02/15,35.0,168457.0,811,143666.03,1,0.221,4.95,"$4,227.91",Unemployed,Medical,North,Divorced,BR-021,Customer applies for credit toward expanding a small business; moderate credit risk profile. Ref-901358.,No,false,No
APP-201359,TWN,?,2024-08-18,12/15/2021,41.0,41587.0,660,22131.83,1,0.168,1.18,$613.06,Self-employed,Education,North,Married,BR-039,Client applies for credit toward a new vehicle purchase; existing customer over 5 years. Ref-901359.,Yes,false,No
APP-201360,TWN,?,2022-04-14,06/13/2022,38.0,,649,77410.37,1,0.423,3.19,"$2,212.67",Contract,Home,North,Married,BR-026,Applicant seeks a loan to cover a new vehicle purchase; stable employment history. Ref-901360.,No,true,No
APP-201361,TWN,,2022-06-17,2021-04-06 00:00:00,39.0,45065.0,571,112994.84,1,0.667,2.75,"$3,164.79",Contract,Medical,North,Single,BR-039,Customer needs financing for a family vacation abroad; stable employment history. Ref-901361.,Yes,false,Yes
APP-201362,TWN,Rental,2021-02-21,2024/09/29,59.0,87928.0,712,188532.09,2,0.503,7.13,"$5,555.94",Unemployed,Education,North,Married,BR-036,Client needs financing for expanding a small business; moderate credit risk profile. Ref-901362.,Yes,false,Yes
APP-201363,TWN,?,2024-09-30,23-06-2022,43.0,73465.0,664,131717.47,0,0.403,9.86,"$3,591.17",null,Car,North,Married,BR-012,Client applies for credit toward a family vacation abroad; stable employment history. Ref-901363.,No,false,No
APP-201364,TWN,?,2024-05-02,2023-09-17 00:00:00,50.0,52675.0,813,56013.76,1,0.423,3.63,"$1,523.80",Salaried,Education,North,Married,BR-010,Applicant needs financing for a new vehicle purchase; first-time applicant. Ref-901364.,Yes,false,No
APP-201365,TWN,null,2022-03-10,01/30/2024,54.0,24486.0,660,40863.84,1,0.419,7.91,"$1,146.54",Salaried,Home,North,Married,BR-042,Client seeks a loan to cover a family vacation abroad; moderate credit risk profile. Ref-901365.,Yes,false,No
APP-201366,TWN,?,2021-12-07,04/24/2023,29.0,45856.0,738,24063.95,3,0.183,1.4,$731.16,Self-employed,Travel,North,Single,BR-006,Customer applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-901366.,Yes,false,Yes
APP-201367,TWN,n/a,2024-10-04,2023/03/18,60.0,106980.0,746,140486.78,1,0.281,5.8,"$3,841.72",Salaried,Car,North,Married,BR-002,Applicant needs financing for home renovation and repairs; stable employment history. Ref-901367.,No,false,No
APP-201368,TWN,Freelance,2023-01-21,2024-03-18 00:00:00,48.0,52405.0,795,89009.57,1,0.485,4.33,"$2,435.11",Self-employed,Travel,East,Single,BR-038,Client applies for credit toward tuition and education costs; good repayment record. Ref-901368.,Yes,true,No
APP-201369,TWN,Freelance,NA,08/28/2021,52.0,?,593,58828.27,0,0.231,2.88,"$1,636.32",Salaried,Medical,South,Married,BR-045,Applicant needs financing for a family vacation abroad; good repayment record. Ref-901369.,Yes,false,No
APP-201370,TWN,?,2022-04-07,2021-05-16 00:00:00,30.0,46628.0,790,90928.5,1,0.677,8.22,"$2,776.55",Contract,Education,North,Married,BR-027,Customer needs financing for expanding a small business; good repayment record. Ref-901370.,Yes,true,No
APP-201371,TWN,-,2021-08-15,03-04-2024,50.0,23508.0,683,37761.37,1,0.525,7.46,$977.77,Salaried,Home,North,Married,BR-038,Client seeks a loan to cover tuition and education costs; existing customer over 5 years. Ref-901371.,No,false,No
APP-201372,TWN,,2023-05-07,2024-07-05 00:00:00,45.0,72999.0,675,46378.56,2,0.181,1.34,"$1,313.94",Salaried,Education,North,Single,BR-018,Customer seeks a loan to cover expanding a small business; existing customer over 5 years. Ref-901372.,Yes,false,No
APP-201373,TWN,Pension,2024-06-10,02-03-2021,34.0,,661,60117.23,1,0.202,2.92,"$1,706.58",Contract,Car,North,Married,BR-001,Applicant applies for credit toward a family vacation abroad; stable employment history. Ref-901373.,Yes,true,No
APP-201374,TWN,?,2021-06-03,2023/02/23,NA,44430.0,655,76458.63,1,0.487,8.2,"$2,289.42",Salaried,Business,North,Single,BR-004,Client needs financing for home renovation and repairs; moderate credit risk profile. Ref-901374.,Yes,false,Yes
APP-201375,TWN,Pension,2023-10-25,09/21/2024,47.0,49240.0,659,135046.45,3,0.803,9.92,"$3,637.31",Salaried,Car,North,Divorced,BR-039,Client requests funding for a new vehicle purchase; first-time applicant. Ref-901375.,No,true,Yes
APP-201376,TWN,Pension,2021-02-21,2022/10/18,37.0,68248.0,523,43831.31,1,0.169,6.12,"$1,245.76",?,Business,West,Single,BR-009,Customer applies for credit toward a new vehicle purchase; good repayment record. Ref-901376.,Yes,false,No
APP-201377,TWN,Pension,2023-10-23,2023-08-10 00:00:00,43.0,44127.0,717,84083.26,0,0.436,8.72,"$2,220.23",Salaried,Home,North,Single,BR-013,Client needs financing for medical expenses; stable employment history. Ref-901377.,Yes,false,No
APP-201378,TWN,Rental,2024-07-07,23-06-2022,51.0,70174.0,687,84984.79,2,0.456,9.84,"$2,308.13",Unemployed,Medical,East,Married,BR-036,Borrower seeks a loan to cover expanding a small business; first-time applicant. Ref-901378.,Yes,true,No
APP-201379,TWN,Pension,2024-05-12,03/23/2023,,53488.0,617,78677.08,1,0.351,7.41,"$1,999.90",Salaried,Car,North,Single,BR-043,Customer needs financing for a family vacation abroad; moderate credit risk profile. Ref-901379.,Yes,false,Yes
APP-201380,TWN,-,2023-06-10,06-05-2022,47.0,18449.0,678,51766.73,3,0.773,6.45,"$1,374.65",Contract,Education,South,Married,BR-024,Applicant requests funding for medical expenses; existing customer over 5 years. Ref-901380.,Yes,false,No
APP-201381,TWN,NA,2023-02-23,08/26/2022,55.0,55086.0,840,114269.81,1,0.606,2.21,"$3,103.72",Contract,Education,North,Married,BR-044,Customer requests funding for tuition and education costs; first-time applicant. Ref-901381.,No,false,No
APP-201382,TWN,-,2021-07-11,07-03-2024,58.0,44043.0,708,53321.99,2,0.282,3.7,"$1,421.45",Self-employed,Travel,North,Single,BR-001,Borrower requests funding for expanding a small business; first-time applicant. Ref-901382.,No,false,No
APP-201383,TWN,-,2023-01-10,2024/04/19,null,,656,63744.73,3,0.581,6.24,"$1,740.17",Salaried,Education,North,Single,BR-044,Customer seeks a loan to cover medical expenses; moderate credit risk profile. Ref-901383.,No,false,No
APP-201384,TWN,Dividend,2024-09-17,12-11-2021,34.0,72184.0,800,213179.7,2,0.686,9.26,"$5,671.45",Salaried,Travel,North,Married,BR-023,Customer needs financing for a family vacation abroad; existing customer over 5 years. Ref-901384.,Yes,true,Yes
APP-201385,TWN,NA,2022-06-20,2021-01-10 00:00:00,29.0,46477.0,628,124017.01,0,0.978,3.02,"$3,276.06",Contract,Medical,North,Single,BR-020,Client requests funding for home renovation and repairs; good repayment record. Ref-901385.,No,true,No
APP-201386,TWN,null,2022-02-12,10/27/2024,41.0,77261.0,672,120867.84,0,0.321,3.95,"$3,251.93",Self-employed,Car,North,Divorced,BR-020,Applicant needs financing for a new vehicle purchase; stable employment history. Ref-901386.,No,false,No
APP-201387,TWN,Rental,2024-06-17,01/24/2021,58.0,101583.0,645,185319.48,2,0.374,0.22,"$5,323.92",Contract,Travel,North,Married,BR-030,Borrower seeks a loan to cover a family vacation abroad; good repayment record. Ref-901387.,Yes,false,No
APP-201388,TWN,n/a,2023-02-20,04-02-2023,48.0,63519.0,666,104543.4,1,0.499,6.97,"$2,975.37",Retired,Medical,North,Single,BR-035,Client applies for credit toward home renovation and repairs; good repayment record. Ref-901388.,Yes,false,No
APP-201389,TWN,,2024-08-08,2023/01/30,28.0,27539.0,732,24135.13,3,0.269,4.44,$734.73,n/a,Education,South,Married,BR-044,Applicant seeks a loan to cover a family vacation abroad; first-time applicant. Ref-901389.,Yes,false,Yes
APP-201390,TWN,Freelance,2021-03-03,10-07-2023,-,41232.0,722,120371.15,1,0.852,7.98,"$3,100.90",Unemployed,Business,North,Married,BR-005,Customer requests funding for medical expenses; good repayment record. Ref-901390.,No,true,Yes
APP-201391,TWN,Pension,2021-08-23,2022-03-10 00:00:00,53.0,92942.0,632,99714.59,2,0.411,2.34,"$2,939.70",Retired,Home,North,Widowed,BR-044,Customer needs financing for medical expenses; first-time applicant. Ref-901391.,No,false,No
APP-201392,TWN,n/a,2023-09-15,11-07-2021,34.0,52097.0,674,54590.96,2,0.367,6.6,"$1,389.08",Self-employed,Home,North,Single,BR-018,Applicant requests funding for expanding a small business; existing customer over 5 years. Ref-901392.,No,true,No
APP-201393,TWN,Pension,2024-02-02,08/10/2022,39.0,39734.0,688,30834.24,3,0.283,6.73,$809.75,Contract,Education,North,Married,BR-039,Customer seeks a loan to cover medical expenses; moderate credit risk profile. Ref-901393.,Yes,true,No
APP-201394,TWN,-,2024-11-23,18-11-2024,44.0,56629.0,654,161647.04,4,1.016,4.64,"$4,056.93",Salaried,Car,North,Single,BR-042,Customer applies for credit toward a new vehicle purchase; existing customer over 5 years. Ref-901394.,No,false,No
APP-201395,TWN,Pension,2022-02-07,2023/02/23,18.0,75936.0,680,211634.64,1,1.015,1.89,"$5,878.25",Retired,Home,North,Single,BR-034,Customer needs financing for tuition and education costs; moderate credit risk profile. Ref-901395.,Yes,true,No
APP-201396,TWN,Freelance,2022-01-13,19-10-2022,50.0,67309.0,633,140849.42,1,0.756,4.03,"$3,531.11",Salaried,Home,North,Married,BR-033,Applicant applies for credit toward expanding a small business; existing customer over 5 years. Ref-901396.,No,true,No
APP-201397,TWN,?,2021-09-26,2021/03/05,-,81489.0,632,148440.24,0,0.688,7.45,"$3,765.10",Salaried,Home,North,Married,BR-033,Customer applies for credit toward a family vacation abroad; existing customer over 5 years. Ref-901397.,Yes,false,No
APP-201398,TWN,null,2023-12-22,2024/09/17,47.0,39401.0,685,76934.58,2,0.686,1.89,"$2,199.58",Self-employed,Business,South,Single,BR-030,Client requests funding for a family vacation abroad; stable employment history. Ref-901398.,No,false,No
APP-201399,TWN,-,2021-10-15,06-12-2024,28.0,51716.0,612,73746.4,2,0.337,0.9,"$2,109.63",Contract,Home,North,Married,BR-009,Borrower applies for credit toward medical expenses; first-time applicant. Ref-901399.,Yes,false,No
APP-201400,TWN,n/a,2024-08-09,2021/03/18,31.0,52302.0,711,142507.3,0,0.825,4.63,"$3,638.16",Salaried,Home,North,Single,BR-019,Customer applies for credit toward home renovation and repairs; stable employment history. Ref-901400.,No,false,Yes
APP-201401,TWN,Rental,2023-04-18,17-09-2023,33.0,NA,669,110967.19,0,0.645,2.35,"$3,156.97",Contract,Education,North,Married,BR-022,Client requests funding for medical expenses; stable employment history. Ref-901401.,No,false,Yes
APP-201402,TWN,null,2023-09-11,01/29/2024,43.0,21032.0,619,55518.48,1,0.797,8.01,"$1,519.81",Contract,Home,North,Married,BR-012,Customer requests funding for medical expenses; moderate credit risk profile. Ref-901402.,No,false,Yes
APP-201403,TWN,Rental,2022-02-13,25-05-2021,41.0,52719.0,640,117896.93,2,0.674,8.17,"$3,516.25",Salaried,Home,North,Single,BR-003,Client needs financing for a new vehicle purchase; good repayment record. Ref-901403.,No,false,Yes
APP-201404,TWN,Pension,2023-11-30,06/16/2022,42.0,30535.0,650,67097.0,0,0.58,9.45,"$1,892.34",Salaried,Car,North,Married,BR-005,Applicant applies for credit toward tuition and education costs; first-time applicant. Ref-901404.,Yes,false,No
APP-201405,TWN,null,2021-12-20,15-12-2023,62.0,117795.0,671,256531.73,1,0.51,8.4,"$7,162.31",Unemployed,Car,North,Divorced,BR-016,Applicant requests funding for a family vacation abroad; first-time applicant. Ref-901405.,Yes,false,Yes
APP-201406,TWN,?,NA,2024/06/19,56.0,127884.0,690,312007.03,0,0.928,6.47,"$9,518.75",Salaried,Car,North,Married,BR-014,Client requests funding for home renovation and repairs; first-time applicant. Ref-901406.,No,false,Yes
APP-201407,TWN,null,2021-05-24,02/18/2023,32.0,136026.0,668,344616.31,0,0.692,1.87,"$9,144.39",Contract,Education,North,Single,BR-043,Customer seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-901407.,Yes,false,Yes
APP-201408,TWN,Dividend,?,2022/03/07,-,88452.0,623,195290.31,2,0.453,8.23,"$5,374.63",Unemployed,Home,North,Single,BR-017,Customer needs financing for a family vacation abroad; first-time applicant. Ref-901408.,No,false,No
APP-201409,TWN,null,2022-04-20,2023-09-30 00:00:00,61.0,46633.0,780,60711.66,1,0.354,7.28,"$1,778.63",Salaried,Car,North,Married,BR-004,Client needs financing for home renovation and repairs; moderate credit risk profile. Ref-901409.,Yes,true,No
APP-201410,TWN,?,2021-06-02,2022/05/06,36.0,95260.0,744,110314.33,0,0.463,7.47,"$3,201.61",Salaried,Business,North,Single,BR-020,Client requests funding for home renovation and repairs; moderate credit risk profile. Ref-901410.,No,false,No
APP-201411,TWN,Rental,2024-02-05,2023-12-14 00:00:00,57.0,53696.0,690,53150.79,0,0.202,6.97,"$1,341.00",Salaried,Car,North,Single,BR-008,Applicant seeks a loan to cover expanding a small business; first-time applicant. Ref-901411.,Yes,false,No
APP-201412,TWN,?,2022-05-27,2021-01-22 00:00:00,59.0,80225.0,747,211793.29,3,1.05,8.3,"$5,309.39",Salaried,Medical,North,Married,BR-038,Borrower requests funding for home renovation and repairs; good repayment record. Ref-901412.,No,true,No
APP-201413,TWN,Rental,2021-02-01,2024/12/18,34.0,37965.0,704,65090.09,0,0.408,2.98,"$1,728.20",Contract,Car,North,Married,BR-002,Client requests funding for tuition and education costs; first-time applicant. Ref-901413.,No,false,No
APP-201414,TWN,Dividend,2024-07-30,23-01-2022,37.0,44367.0,665,22219.81,1,0.104,6.72,$675.40,Salaried,Home,North,Married,BR-020,Borrower seeks a loan to cover home renovation and repairs; good repayment record. Ref-901414.,Yes,false,Yes
APP-201415,TWN,Freelance,2022-12-06,2021/06/22,41.0,74641.0,688,149108.03,0,0.797,5.17,"$3,782.16",Salaried,Car,North,Married,BR-017,Client needs financing for a family vacation abroad; first-time applicant. Ref-901415.,No,false,No
APP-201416,TWN,-,2023-08-11,2021-06-19 00:00:00,30.0,142452.0,850,378776.86,0,0.67,3.38,"$9,513.74",Self-employed,Home,North,Widowed,BR-030,Customer requests funding for medical expenses; good repayment record. Ref-901416.,Yes,true,No
APP-201417,TWN,?,2023-05-31,12/25/2024,29.0,58599.0,750,163880.39,2,1.104,3.27,"$4,935.49",Salaried,Home,North,Single,BR-039,Applicant requests funding for a family vacation abroad; existing customer over 5 years. Ref-901417.,Yes,true,Yes
APP-201418,TWN,null,2024-03-07,2024-09-27 00:00:00,35.0,180745.0,753,514470.52,0,0.717,1.55,"$13,264.43",Salaried,Car,North,Single,BR-008,Applicant applies for credit toward expanding a small business; good repayment record. Ref-901418.,Yes,true,Yes
APP-201419,TWN,?,2021-03-14,28-11-2022,50.0,231675.0,655,618958.3,0,0.723,4.92,"$16,562.60",NA,Business,North,Married,BR-042,Applicant requests funding for tuition and education costs; first-time applicant. Ref-901419.,No,true,No
